Image,Caption
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7328.png,Brain MRI with pituitary tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_3243.png,T1-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7887.png,T2-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4349.png,Brain MRI of a patient without any disease
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_8026.png,Brain MRI with meningioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_52.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7874.png,Brain MRI of a patient with Meningioma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_831.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7483.png,T2-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1709.png,Brain MRI with pituitary tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6402.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1973.png,Brain MRI of a patient with Giloma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_920.png,Brain MRI with glioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1569.png,Brain MRI of a patient with Meningioma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6812.png,Brain MRI of a patient with Meningioma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6331.png,Brain MRI of a patient with Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1782.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1633.png,Brain MRI with pituitary tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_369.png,Brain MRI of a patient with Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_3313.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5703.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4252.png,Brain MRI with meningioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5118.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_251.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4219.png,Brain MRI with glioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1003.png,Flair Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1016.png,Flair Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5921.png,T1-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2502.png,Brain MRI with glioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7630.png,T1-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_3417.png,T2-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1136.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4308.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_567.png,Brain MRI of a patient with Non Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7433.png,T2-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6681.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7048.png,Flair Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1515.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5851.png,Brain MRI with glioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6281.png,Brain MRI of a patient with Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1149.png,Brain MRI of a patient with Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7412.png,Flair Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1889.png,Brain MRI with meningioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5212.png,Brain MRI of a patient with Non Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_739.png,Brain MRI of a patient with Meningioma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1516.png,Flair Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7819.png,Brain MRI of a patient with Meningioma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1813.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_990.png,T1-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2876.png,T2-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2728.png,T2-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1249.png,Flair Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_914.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2175.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7349.png,Flair Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6877.png,T1-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5144.png,T2-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4087.png,T2-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6416.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6538.png,Brain MRI of a patient with Non Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2220.png,Brain MRI of a patient with Giloma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4685.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2094.png,T1-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1916.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6672.png,Brain MRI of a patient with Giloma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2946.png,Flair Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1570.png,Brain MRI of a patient with Giloma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5039.png,Brain MRI with glioma tumor
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2237.png,Brain MRI of a patient with Giloma tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_3907.png,T2-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4273.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4302.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7341.png,T2-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6819.png,Brain MRI of a patient with Non Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_972.png,Brain MRI of a patient with Non Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_5896.png,Brain MRI of a patient without any disease
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2310.png,T1-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_2802.png,Brain MRI of a patient without any disease
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_778.png,Brain MRI of a patient with Very Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_6856.png,Brain MRI of a patient with Pituitary tumour
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7306.png,T1-Weighted Brain MRI of a Patient with Tumour.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_1983.png,T1-Weighted Brain MRI of a Patient with Sclerosis.
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_7294.png,Brain MRI of a patient with Mild Demented alzheimers
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_4443.png,Brain MRI of a patient without any disease
outputs/sample_control_net/samples_image_outputs/028-MMDiT-B-2/checkpoint_control_net_0550000.pt/sample_3582.png,T1-Weighted Brain MRI of a Patient with Tumour.
