image,caption
dataset/MRI_DATASET/alzheimers_hf/train/train_45.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_46.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_47.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_48.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_49.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_50.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_51.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_52.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_53.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_54.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_55.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_56.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_57.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_58.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_59.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_60.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_61.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_62.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_63.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_64.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_65.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_66.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_67.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_68.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_69.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_70.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_71.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_72.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_73.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_74.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_75.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_76.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_77.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_78.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_79.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_80.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_81.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_82.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_83.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_84.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_85.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_86.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_87.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_88.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_89.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_90.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_91.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_92.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_93.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_94.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_95.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_96.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_97.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_98.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_99.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_100.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_101.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_102.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_103.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_104.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_105.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_106.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_107.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_108.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_109.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_110.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_111.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_112.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_113.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_114.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_115.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_116.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_117.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_118.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_119.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_120.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_121.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_122.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_123.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_124.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_125.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_126.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_127.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_128.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_129.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_130.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_131.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_132.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_133.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_134.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_135.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_136.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_137.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_138.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_139.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_140.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_141.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_142.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_143.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_144.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_145.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_146.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_147.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_148.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_149.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_150.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_151.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_152.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_153.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_154.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_155.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_156.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_157.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_158.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_159.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_160.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_161.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_162.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_163.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_164.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_165.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_166.png,Brain MRI of a patient with Moderate Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_167.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_168.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_169.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_170.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_171.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_172.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_173.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_174.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_175.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_176.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_177.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_178.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_179.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_180.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_181.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_182.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_183.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_184.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_185.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_186.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_187.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_188.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_189.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_190.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_191.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_192.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_193.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_194.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_195.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_196.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_197.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_198.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_199.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_200.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_201.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_202.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_203.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_204.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_205.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_206.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_207.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_208.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_209.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_210.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_211.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_212.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_213.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_214.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_215.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_216.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_217.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_218.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_219.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_220.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_221.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_222.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_223.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_224.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_225.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_226.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_227.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_228.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_229.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_230.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_231.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_232.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_233.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_234.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_235.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_236.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_237.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_238.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_239.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_240.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_241.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_242.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_243.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_244.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_245.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_246.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_247.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_248.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_249.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_250.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_251.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_252.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_253.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_254.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_255.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_256.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_257.png,Brain MRI of a patient with Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_258.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_259.png,Brain MRI of a patient with Very Mild Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_260.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_261.png,Brain MRI of a patient with Non Demented alzheimers
dataset/MRI_DATASET/alzheimers_hf/train/train_262.png,Brain MRI of a patient with Moderate Demented alzheimers
